latitud,longitud,fecha,estado
36.7961,-118.8122,2015-08-27,incendio
49.50673518313591,16.417521803315996,2021-09-30,enfermo_plaga
49.87005893434176,17.44126656099565,2019-09-30,enfermo_plaga
49.50070879679889,18.72136277244986,2019-09-30,enfermo_plaga
35.2488,-90.5466,2015-09-21,incendio
-0.8504,115.4507,2015-08-29,incendio
1.188963122008465,15.489054891451236,2016-06-01/2016-09-01,sano
51.75485730476975,-118.15962102585884,2020-06-01/2020-09-01,sano
50.14236926803464,13.704702674856978,2021-09-30,enfermo_plaga
-4.1245,-54.9706,2015-08-23,incendio
-2.9927,113.1393,2015-08-18,incendio
39.25,59.25,2023-04-16,enfermo_sequia
2.566819480899209,-73.48945845740359,2020-06-01/2020-09-01,sano
49.57821684043529,15.185588903188464,2019-09-30,enfermo_plaga
52.22503450317336,-120.60516916029528,2016-06-01/2016-09-01,sano
72.25,-124.25,2024-08-16,enfermo_sequia
-2.6844,105.443,2015-10-03,incendio
41.25,93.75,2022-08-16,enfermo_sequia
-1.0737,121.9297,2015-10-09,incendio
65.25,-112.25,2023-08-16,enfermo_sequia
-2.2041,114.373,2015-09-02,incendio
52.25,117.75,2024-09-16,enfermo_sequia
-29.75,116.25,2024-01-16,enfermo_sequia
-9.25,-65.25,2024-12-16,enfermo_sequia
44.25,60.75,2022-03-16,enfermo_sequia
-0.0299779936811527,18.8430804621639,2020-06-01/2020-09-01,sano
49.094687425293,13.746425212409704,2018-09-30,enfermo_plaga
-1.2762,-47.6912,2015-12-05,incendio
-2.3503,114.1064,2015-09-23,incendio
-13.0086,-46.733,2015-09-27,incendio
40.75,27.25,2023-04-16,enfermo_sequia
7.412072627946044,-10.090232913150396,2016-06-01/2016-09-01,sano
52.25,55.25,2022-02-15,enfermo_sequia
49.341584680713375,15.541954256008724,2021-09-30,enfermo_plaga
-3.463,-41.6711,2015-11-07,incendio
31.25,13.25,2023-10-16,enfermo_sequia
59.04136821039597,117.32979376793288,2000-06-01/2000-09-01,sano
40.25,17.75,2024-12-16,enfermo_sequia
48.5326,-110.2575,2015-03-30,incendio
50.85592613922815,14.411793260457214,2021-09-30,enfermo_plaga
44.75,102.25,2021-06-16,enfermo_sequia
64.75,135.75,2020-11-16,enfermo_sequia
33.25,1.75,2024-11-16,enfermo_sequia
1.3428,-50.6578,2015-09-09,incendio
49.822241772635806,16.115279830384004,2018-09-30,enfermo_plaga
72.75,-107.75,2024-11-16,enfermo_sequia
72.75,-116.75,2023-01-16,enfermo_sequia
-7.1764,106.764,2015-09-08,incendio
-5.7887,-42.7458,2015-09-27,incendio
72.25,-100.25,2024-01-16,enfermo_sequia
58.86138239413869,71.67701714662584,2013-06-01/2013-09-01,sano
50.75,92.75,2022-10-16,enfermo_sequia
32.4819,-95.9453,2015-01-27,incendio
-6.8298,-59.123,2015-08-14,incendio
38.75,23.25,2023-02-15,enfermo_sequia
40.4487,-122.9846,2015-08-09,incendio
40.75,85.25,2022-12-16,enfermo_sequia
37.2639,-96.4717,2015-03-30,incendio
-2.8978,102.9464,2015-10-08,incendio
32.75,55.75,2021-12-16,enfermo_sequia
31.75,-3.75,2024-11-16,enfermo_sequia
49.46208954056494,13.483185833899189,2020-09-30,enfermo_plaga
-30.25,129.75,2024-02-15,enfermo_sequia
-3.5328,116.0616,2015-09-23,incendio
50.732575375632464,13.90394862495257,2021-09-30,enfermo_plaga
53.75,-62.25,2023-04-16,enfermo_sequia
-7.661621715870535,-75.33216245237061,2013-06-01/2013-09-01,sano
32.75,65.75,2022-02-15,enfermo_sequia
-52.75,-68.75,2022-06-16,enfermo_sequia
74.75,148.75,2020-07-16,enfermo_sequia
38.25,44.75,2021-05-16,enfermo_sequia
-52.25,-60.75,2021-11-16,enfermo_sequia
54.75,-58.75,2024-01-16,enfermo_sequia
72.25,-75.75,2020-03-16,enfermo_sequia
47.25,45.25,2020-01-16,enfermo_sequia
67.69113035201649,34.1578626887249,2016-06-01/2016-09-01,sano
49.33773770252076,16.18980699235427,2018-09-30,enfermo_plaga
28.25,15.75,2022-12-16,enfermo_sequia
50.26104541914003,12.972328921620196,2020-09-30,enfermo_plaga
-33.25,121.25,2020-04-16,enfermo_sequia
75.75,98.25,2022-08-16,enfermo_sequia
50.1079788308621,17.48444063542246,2018-09-30,enfermo_plaga
-32.636120929628376,125.09220832316204,2016-06-01/2016-09-01,sano
25.25,-5.25,2022-10-16,enfermo_sequia
71.25,129.75,2020-08-16,enfermo_sequia
48.83377487388681,14.812585196904072,2019-09-30,enfermo_plaga
53.79888351554195,137.23172332384476,2013-06-01/2013-09-01,sano
38.25,13.75,2024-06-16,enfermo_sequia
-8.5994,-45.6612,2015-09-15,incendio
65.25,-98.75,2023-11-16,enfermo_sequia
12.25,53.75,2021-02-15,enfermo_sequia
67.75,108.75,2023-08-16,enfermo_sequia
-53.2808425181248,-71.15200732767852,2016-06-01/2016-09-01,sano
36.7524,-118.8418,2015-09-10,incendio
49.74728748731049,14.953844202004396,2021-09-30,enfermo_plaga
27.25,89.25,2021-07-16,enfermo_sequia
67.25,-96.75,2023-08-16,enfermo_sequia
-0.0989,109.8698,2015-07-04,incendio
37.8962,-119.1278,2015-08-16,incendio
47.75,56.75,2021-10-16,enfermo_sequia
-0.161504523082925,19.62820717057476,2016-06-01/2016-09-01,sano
48.97444149073095,-119.92922180460477,2013-06-01/2013-09-01,sano
55.05296158280543,135.08587887896846,2020-06-01/2020-09-01,sano
1.3509,102.441,2015-03-14,incendio
55.52157036802071,114.68851850451468,2020-06-01/2020-09-01,sano
41.75,2.75,2023-02-15,enfermo_sequia
-8.631712858701038,-67.01072915724832,2016-06-01/2016-09-01,sano
42.25,94.75,2021-10-16,enfermo_sequia
56.25,13.25,2022-12-16,enfermo_sequia
53.23530318930494,116.61386720037368,2016-06-01/2016-09-01,sano
-8.75,-74.75,2021-10-16,enfermo_sequia
45.25,104.75,2022-09-16,enfermo_sequia
24.25,-13.75,2023-12-16,enfermo_sequia
39.25,89.25,2024-11-16,enfermo_sequia
19.399,-155.0947,2015-07-12,incendio
53.7816,-123.5675,2015-05-15,incendio
2.7537887402080976,-51.41860652646203,2000-06-01/2000-09-01,sano
49.43880821143517,15.585908075286223,2019-09-30,enfermo_plaga
-10.1093,-52.1145,2015-10-27,incendio
50.09421534949105,17.378544819368987,2019-09-30,enfermo_plaga
-11.25,-52.25,2021-06-16,enfermo_sequia
52.75,79.75,2023-04-16,enfermo_sequia
-2.5178273273027933,20.034781442597644,2013-06-01/2013-09-01,sano
59.25,-69.25,2023-11-16,enfermo_sequia
69.75,152.75,2021-02-15,enfermo_sequia
49.32870846409861,15.626881729758974,2021-09-30,enfermo_plaga
-46.773953871882085,-72.54816426680806,2016-06-01/2016-09-01,sano
15.25,-89.25,2020-03-16,enfermo_sequia
50.1272514819944,17.107936685441192,2018-09-30,enfermo_plaga
50.41604134423998,15.763119766697926,2020-09-30,enfermo_plaga
-28.25,132.75,2020-06-16,enfermo_sequia
-20.6607,-49.2852,2015-11-06,incendio
1.5484111226560118,-61.01906670919462,2013-06-01/2013-09-01,sano
24.25,115.75,2021-06-16,enfermo_sequia
-19.75,-59.25,2020-04-16,enfermo_sequia
50.4399795756757,15.530717314728983,2021-09-30,enfermo_plaga
-3.0298,-47.7367,2015-12-05,incendio
65.75,72.25,2023-05-16,enfermo_sequia
22.75,5.25,2023-05-16,enfermo_sequia
36.25,-106.75,2021-03-16,enfermo_sequia
48.90016372582716,14.960206249902624,2021-09-30,enfermo_plaga
75.25,144.25,2020-03-16,enfermo_sequia
61.64514161914912,-151.39181571540126,2013-06-01/2013-09-01,sano
48.1361,-99.7124,2015-05-12,incendio
69.25,153.25,2020-06-16,enfermo_sequia
39.75,2.25,2024-07-16,enfermo_sequia
-10.9171,-68.4541,2015-09-14,incendio
27.75,35.75,2021-12-16,enfermo_sequia
-1.2619308415784145,-77.99142220597669,2013-06-01/2013-09-01,sano
69.75,131.25,2020-08-16,enfermo_sequia
75.25,-37.75,2024-07-16,enfermo_sequia
-13.0863,-60.2229,2015-09-24,incendio
50.32202849034905,16.96891150212196,2020-09-30,enfermo_plaga
39.25,28.25,2024-12-16,enfermo_sequia
63.17877532722152,131.768391151848,2016-06-01/2016-09-01,sano
-30.75,116.75,2020-10-16,enfermo_sequia
-2.730005708256858,139.4666946553955,2013-06-01/2013-09-01,sano
53.88110049693374,-131.92413869456124,2020-06-01/2020-09-01,sano
-33.75,-61.75,2023-03-16,enfermo_sequia
50.19294491076076,17.45077330025925,2018-09-30,enfermo_plaga
65.23551822739151,101.69644344466744,2000-06-01/2000-09-01,sano
1.4487,125.1783,2015-08-31,incendio
59.72002463652208,-112.47155344358998,2013-06-01/2013-09-01,sano
31.25,-0.75,2024-01-16,enfermo_sequia
57.19057445233184,113.03752176333406,2016-06-01/2016-09-01,sano
69.75,123.75,2020-02-15,enfermo_sequia
-17.73844330545492,-59.25303351759166,2013-06-01/2013-09-01,sano
-1.9963097041545037,132.39321786468383,2016-06-01/2016-09-01,sano
27.75,2.75,2023-03-16,enfermo_sequia
-35.75,140.25,2024-07-16,enfermo_sequia
70.25,138.75,2021-08-16,enfermo_sequia
32.75,12.75,2022-12-16,enfermo_sequia
19.75,50.25,2024-01-16,enfermo_sequia
50.25,75.75,2023-02-15,enfermo_sequia
49.25,55.25,2020-06-16,enfermo_sequia
39.25,44.25,2022-10-16,enfermo_sequia
76.75,111.75,2023-01-16,enfermo_sequia
58.04351400059846,112.6211505239223,2000-06-01/2000-09-01,sano
48.25,53.75,2021-03-16,enfermo_sequia
50.27744392065939,13.115694734860837,2018-09-30,enfermo_plaga
-9.027476363246468,-60.97211862198758,2013-06-01/2013-09-01,sano
49.701019874022975,16.772079314614608,2020-09-30,enfermo_plaga
45.25,148.75,2024-02-15,enfermo_sequia
46.75,59.75,2020-07-16,enfermo_sequia
49.98434371150803,14.54102665165822,2020-09-30,enfermo_plaga
37.25,-5.75,2022-08-16,enfermo_sequia
39.25,91.25,2022-10-16,enfermo_sequia
26.25,-11.75,2024-12-16,enfermo_sequia
68.25,163.25,2023-11-16,enfermo_sequia
62.25,-102.75,2023-12-16,enfermo_sequia
-50.25,-69.25,2022-07-16,enfermo_sequia
-5.125676386694019,141.32371391921282,2020-06-01/2020-09-01,sano
49.20623602740343,16.54045148494642,2021-09-30,enfermo_plaga
62.064,-123.9129,2015-05-29,incendio
9.403514785325315,-61.823583483827726,2020-06-01/2020-09-01,sano
68.75,156.75,2024-04-16,enfermo_sequia
47.75,65.25,2021-11-16,enfermo_sequia
48.94044897666401,15.734961717391778,2019-09-30,enfermo_plaga
60.665236883908825,98.47011591389884,2020-06-01/2020-09-01,sano
37.508,-96.5678,2015-04-10,incendio
41.75,91.75,2022-08-16,enfermo_sequia
-15.228650742264293,-68.46341991955542,2000-06-01/2000-09-01,sano
-11.25,-63.25,2024-10-16,enfermo_sequia
24.75,-8.75,2020-11-16,enfermo_sequia
49.396461177431576,16.589194480936424,2018-09-30,enfermo_plaga
36.75,62.25,2022-06-16,enfermo_sequia
29.75,-107.75,2024-11-16,enfermo_sequia
36.75,4.75,2024-07-16,enfermo_sequia
9.81646031772521,-72.89906987861184,2016-06-01/2016-09-01,sano
41.75,96.25,2023-02-15,enfermo_sequia
22.75,91.25,2022-09-16,enfermo_sequia
45.25,47.25,2023-05-16,enfermo_sequia
49.244566475670496,15.694903078208364,2021-09-30,enfermo_plaga
49.50831336072935,16.882264778265263,2020-09-30,enfermo_plaga
50.47768972908426,14.264228356744432,2019-09-30,enfermo_plaga
-24.25,15.75,2024-03-16,enfermo_sequia
65.89998223945975,64.99930744447221,2000-06-01/2000-09-01,sano
-18.25,-59.25,2022-08-16,enfermo_sequia
35.75,-5.75,2022-05-16,enfermo_sequia
39.25,58.25,2021-09-16,enfermo_sequia
-6.2782,-52.1663,2015-08-11,incendio
-2.0069026406017136,-51.234287541585,2020-06-01/2020-09-01,sano
49.13188551775067,14.00547238509193,2018-09-30,enfermo_plaga
-2.2832,116.187,2015-09-08,incendio
25.25,-108.25,2021-07-16,enfermo_sequia
24.75,51.25,2022-10-16,enfermo_sequia
50.06957311609713,-87.39205203563785,2020-06-01/2020-09-01,sano
-10.4608,-44.4077,2015-09-27,incendio
-3.3325,-46.6041,2015-12-28,incendio
-20.75,14.25,2024-02-15,enfermo_sequia
-55.75,-68.25,2023-07-16,enfermo_sequia
60.42808671777033,63.64137170874174,2000-06-01/2000-09-01,sano
-17.3509,-55.8985,2015-08-23,incendio
44.25,72.75,2020-06-16,enfermo_sequia
44.25,28.25,2020-12-16,enfermo_sequia
-55.25,-67.25,2022-10-16,enfermo_sequia
-30.75,-70.75,2020-04-16,enfermo_sequia
44.75,101.75,2020-08-16,enfermo_sequia
67.25,165.75,2021-01-16,enfermo_sequia
-3.877601242289384,138.1026091604889,2020-06-01/2020-09-01,sano
44.25,58.25,2022-05-16,enfermo_sequia
70.75,148.75,2022-04-16,enfermo_sequia
47.25,-66.25,2021-01-16,enfermo_sequia
-2.28511590127122,121.19932956458702,2016-06-01/2016-09-01,sano
64.4200799270756,42.87569715290144,2000-06-01/2000-09-01,sano
66.75,-98.75,2024-04-16,enfermo_sequia
32.25,-7.25,2023-09-16,enfermo_sequia
50.22108406052313,14.683673829629331,2019-09-30,enfermo_plaga
34.25,63.25,2021-11-16,enfermo_sequia
-0.926615236970758,132.82010987481178,2013-06-01/2013-09-01,sano
49.04173573879369,15.70153465274871,2021-09-30,enfermo_plaga
-49.75,-71.25,2022-08-16,enfermo_sequia
53.75,81.75,2022-09-16,enfermo_sequia
55.9612,-110.2027,2015-06-29,incendio
-1.4546,104.0923,2015-10-19,incendio
38.75,17.25,2023-03-16,enfermo_sequia
22.25,5.75,2022-05-16,enfermo_sequia
-3.331176455373429,142.50885822593017,2016-06-01/2016-09-01,sano
74.75,143.75,2021-03-16,enfermo_sequia
-50.25,-69.75,2023-05-16,enfermo_sequia
-16.8942,-42.2962,2015-09-23,incendio
63.25,-101.75,2024-04-16,enfermo_sequia
50.0118,-103.1866,2015-09-30,incendio
22.25,59.75,2022-04-16,enfermo_sequia
-11.429701374385417,-65.59405853998796,2020-06-01/2020-09-01,sano
49.510949963065286,18.613656448338475,2020-09-30,enfermo_plaga
42.75,11.25,2022-12-16,enfermo_sequia
21.75,54.75,2023-02-15,enfermo_sequia
68.25,112.25,2020-05-16,enfermo_sequia
57.7239,-108.1834,2015-06-28,incendio
80.75,-27.25,2022-03-16,enfermo_sequia
-9.75,-74.75,2024-07-16,enfermo_sequia
44.25,65.75,2020-10-16,enfermo_sequia
62.61934515855264,125.94785027795896,2000-06-01/2000-09-01,sano
32.75,42.25,2021-12-16,enfermo_sequia
55.75,66.75,2021-05-16,enfermo_sequia
28.284290577547324,100.51739110266784,2016-06-01/2016-09-01,sano
49.62140475494171,14.940784478627696,2019-09-30,enfermo_plaga
-0.4185,102.7142,2015-07-23,incendio
-4.679677503860203,-49.97725568314176,2013-06-01/2013-09-01,sano
-10.8996,-44.1763,2015-10-15,incendio
47.25,-103.25,2021-09-16,enfermo_sequia
38.75,23.25,2022-12-16,enfermo_sequia
49.73183942699968,13.515594330113291,2021-09-30,enfermo_plaga
34.75,46.25,2022-11-16,enfermo_sequia
68.75,146.75,2020-08-16,enfermo_sequia
20.75,4.25,2022-04-16,enfermo_sequia
50.48413011929311,15.201702989212356,2021-09-30,enfermo_plaga
46.25,60.25,2021-10-16,enfermo_sequia
42.1356,-120.0855,2015-02-19,incendio
41.75,95.75,2024-06-16,enfermo_sequia
49.82185437684208,17.646888529797412,2019-09-30,enfermo_plaga
49.07285937130117,13.511864992467617,2021-09-30,enfermo_plaga
49.278448735916285,16.07656676475904,2021-09-30,enfermo_plaga
21.25,40.75,2024-04-16,enfermo_sequia
49.76267700863162,17.70229714764556,2019-09-30,enfermo_plaga
68.25,147.25,2024-02-15,enfermo_sequia
-41.75,-66.25,2021-10-16,enfermo_sequia
21.75,3.75,2024-11-16,enfermo_sequia
33.75,61.25,2023-05-16,enfermo_sequia
49.54236676290618,14.173882902792158,2021-09-30,enfermo_plaga
75.25,140.75,2023-01-16,enfermo_sequia
49.00855391400663,16.172492132593238,2019-09-30,enfermo_plaga
49.57063501582134,16.857335361387463,2021-09-30,enfermo_plaga
49.41150855624465,13.055799601507,2018-09-30,enfermo_plaga
-14.4356,-52.9898,2015-09-19,incendio
-8.9091,-45.3732,2015-09-23,incendio
-7.25,-62.25,2024-07-16,enfermo_sequia
41.75,12.75,2022-02-15,enfermo_sequia
25.75,93.25,2022-02-15,enfermo_sequia
-2.8904,104.8272,2015-11-21,incendio
-9.1194,-57.8422,2015-09-03,incendio
44.25,100.25,2021-11-16,enfermo_sequia
51.75,57.75,2021-07-16,enfermo_sequia
48.92069713059146,16.858705182827126,2019-09-30,enfermo_plaga
49.41916655044087,18.083778919235478,2021-09-30,enfermo_plaga
-3.3359,-49.7233,2015-11-29,incendio
25.75,89.25,2023-06-16,enfermo_sequia
50.879642072835765,14.476125812208313,2021-09-30,enfermo_plaga
49.16620824260361,15.539006423185798,2018-09-30,enfermo_plaga
-1.5754,103.9751,2015-07-05,incendio
45.212296078755344,-111.42812798550412,2013-06-01/2013-09-01,sano
-21.25,-42.75,2023-12-16,enfermo_sequia
49.75,66.75,2021-11-16,enfermo_sequia
63.25,-114.25,2023-10-16,enfermo_sequia
49.61252094811839,15.029329124258574,2021-09-30,enfermo_plaga
36.75,55.75,2022-04-16,enfermo_sequia
45.25,63.25,2023-09-16,enfermo_sequia
3.676182738430384,-70.29374826014306,2016-06-01/2016-09-01,sano
76.75,95.25,2023-05-16,enfermo_sequia
36.75,7.75,2022-06-16,enfermo_sequia
47.75,85.25,2022-10-16,enfermo_sequia
36.25,41.75,2021-08-16,enfermo_sequia
19.25,-2.75,2022-01-16,enfermo_sequia
67.25,-94.75,2024-12-16,enfermo_sequia
47.25,63.25,2021-06-16,enfermo_sequia
-1.1174940091268073,19.67043391002252,2000-06-01/2000-09-01,sano
62.01082838863572,-151.37842352006513,2000-06-01/2000-09-01,sano
24.25,88.75,2023-01-16,enfermo_sequia
44.8104,-124.0392,2015-11-11,incendio
-3.1434,113.2431,2015-10-19,incendio
47.75,69.25,2024-02-15,enfermo_sequia
49.93907852177724,17.510862158344104,2018-09-30,enfermo_plaga
50.20235297131094,17.51654311504907,2019-09-30,enfermo_plaga
81.75,-28.25,2022-04-16,enfermo_sequia
69.75,150.25,2024-08-16,enfermo_sequia
46.25,27.25,2024-06-16,enfermo_sequia
-9.3329,-62.0204,2015-10-15,incendio
65.25,-75.25,2024-02-15,enfermo_sequia
-37.25,-69.25,2023-10-16,enfermo_sequia
49.20217369759784,14.860277070127667,2021-09-30,enfermo_plaga
-29.25,-60.25,2022-11-16,enfermo_sequia
71.25,151.75,2023-04-16,enfermo_sequia
49.22626564987685,15.56699543007205,2021-09-30,enfermo_plaga
49.819245302649335,16.458968955026243,2019-09-30,enfermo_plaga
-13.731110656344416,-61.98736954812741,2020-06-01/2020-09-01,sano
7.75,-81.75,2023-05-16,enfermo_sequia
-24.25,113.75,2020-11-16,enfermo_sequia
49.27415401388938,16.10946819048125,2018-09-30,enfermo_plaga
25.75,30.25,2021-07-16,enfermo_sequia
-12.75,-57.75,2023-12-16,enfermo_sequia
69.25,-92.75,2023-08-16,enfermo_sequia
58.25,65.75,2021-11-16,enfermo_sequia
69.75,147.25,2021-04-16,enfermo_sequia
-1.0122015517744944,-51.948343088912,2020-06-01/2020-09-01,sano
50.724343518300806,14.85019629775397,2019-09-30,enfermo_plaga
49.50422468743314,17.390516369459718,2019-09-30,enfermo_plaga
-4.6464,-40.9099,2015-11-27,incendio
44.00066168868121,-114.60386810295884,2016-06-01/2016-09-01,sano
59.56106345851262,97.4424703604443,2013-06-01/2013-09-01,sano
49.356069580941146,16.08252327124589,2021-09-30,enfermo_plaga
49.768028430521255,15.937784558365763,2019-09-30,enfermo_plaga
27.25,91.25,2024-12-16,enfermo_sequia
-15.9748,-41.1155,2015-11-05,incendio
82.75,-26.75,2021-08-16,enfermo_sequia
68.25,151.75,2022-03-16,enfermo_sequia
-47.25,-71.75,2021-12-16,enfermo_sequia
31.25,64.25,2021-10-16,enfermo_sequia
51.25,140.25,2024-01-16,enfermo_sequia
76.75,105.75,2024-10-16,enfermo_sequia
70.25,134.25,2022-09-16,enfermo_sequia
-3.2558,103.5929,2015-10-18,incendio
32.25,-7.25,2023-11-16,enfermo_sequia
47.25,42.75,2024-07-16,enfermo_sequia
-2.519735625843333,-66.90486862398483,2020-06-01/2020-09-01,sano
67.25,-71.25,2020-09-16,enfermo_sequia
67.75,-118.25,2023-08-16,enfermo_sequia
70.75,146.75,2023-01-16,enfermo_sequia
49.86165944291376,12.529416836079816,2019-09-30,enfermo_plaga
49.490810699774045,16.750257017957047,2019-09-30,enfermo_plaga
32.25,60.75,2021-08-16,enfermo_sequia
33.75,1.25,2024-10-16,enfermo_sequia
-3.7851,105.5996,2015-10-03,incendio
29.75,53.25,2021-12-16,enfermo_sequia
49.13485839272845,15.120334342651532,2021-09-30,enfermo_plaga
18.25,56.25,2020-03-16,enfermo_sequia
68.25,139.75,2021-11-16,enfermo_sequia
41.75,86.25,2024-06-16,enfermo_sequia
-31.75,127.75,2020-05-16,enfermo_sequia
45.02820343504855,134.94654498425254,2000-06-01/2000-09-01,sano
49.47667800986757,16.909263551761015,2019-09-30,enfermo_plaga
56.25,-100.75,2024-04-16,enfermo_sequia
-20.75,-46.75,2021-07-16,enfermo_sequia
68.75,134.75,2021-04-16,enfermo_sequia
67.25,161.75,2020-02-15,enfermo_sequia
27.75,-15.25,2020-10-16,enfermo_sequia
45.9439,-117.6607,2015-08-23,incendio
0.5379501444177128,-74.70784733793818,2016-06-01/2016-09-01,sano
33.25,67.75,2023-02-15,enfermo_sequia
49.76218922039774,13.777450108981366,2019-09-30,enfermo_plaga
35.6691,-98.2688,2015-02-18,incendio
35.75,-1.25,2022-01-16,enfermo_sequia
-32.75,21.75,2024-11-16,enfermo_sequia
46.75,58.75,2024-01-16,enfermo_sequia
58.25,106.75,2022-02-15,enfermo_sequia
-5.499576465472083,139.50992939950174,2016-06-01/2016-09-01,sano
-4.9374,105.6685,2015-08-16,incendio
49.17200015535435,13.853803230113876,2018-09-30,enfermo_plaga
50.91050136989456,14.400451123284734,2021-09-30,enfermo_plaga
40.25,86.25,2021-02-15,enfermo_sequia
22.75,12.25,2024-05-16,enfermo_sequia
48.81175619283293,13.944263930306464,2021-09-30,enfermo_plaga
49.180954204406106,15.854002501944493,2019-09-30,enfermo_plaga
51.25,63.75,2021-11-16,enfermo_sequia
65.25,-111.75,2024-03-16,enfermo_sequia
68.25,153.75,2024-03-16,enfermo_sequia
41.02165671860545,-123.08383420413588,2000-06-01/2000-09-01,sano
36.8047,-118.8731,2015-08-21,incendio
60.25,107.25,2021-12-16,enfermo_sequia
36.75,7.75,2023-07-16,enfermo_sequia
-22.25,-53.25,2024-08-16,enfermo_sequia
50.49547106889364,16.06748891575754,2020-09-30,enfermo_plaga
50.5680472564328,84.32429335315106,2000-06-01/2000-09-01,sano
16.25,51.75,2023-11-16,enfermo_sequia
-14.75,-56.75,2024-03-16,enfermo_sequia
33.75,-5.25,2024-07-16,enfermo_sequia
50.0087633868963,15.385368393259231,2018-09-30,enfermo_plaga
-11.75,-60.75,2020-03-16,enfermo_sequia
43.40000669628708,42.511842354805005,2000-06-01/2000-09-01,sano
49.53597013191629,15.754104910638093,2019-09-30,enfermo_plaga
30.75,64.25,2023-02-15,enfermo_sequia
49.92944427975405,13.569116326989354,2019-09-30,enfermo_plaga
19.75,4.75,2021-10-16,enfermo_sequia
29.25,43.75,2021-11-16,enfermo_sequia
49.38619352330957,13.8697215158567,2020-09-30,enfermo_plaga
-16.366,-41.2081,2015-11-30,incendio
72.75,-120.75,2024-10-16,enfermo_sequia
35.75,9.75,2021-12-16,enfermo_sequia
45.25,71.25,2021-10-16,enfermo_sequia
46.75,2.75,2023-04-16,enfermo_sequia
-2.613295166781106,-67.0555910103528,2013-06-01/2013-09-01,sano
39.8778,-88.9105,2015-04-11,incendio
67.25,-100.75,2024-04-16,enfermo_sequia
10.75,14.75,2021-11-16,enfermo_sequia
-10.25,-60.75,2024-08-16,enfermo_sequia
49.75,5.75,2022-10-16,enfermo_sequia
-6.7739,-55.0081,2015-08-30,incendio
2.4112831952464093,-73.33438299371643,2013-06-01/2013-09-01,sano
55.75,87.25,2022-05-16,enfermo_sequia
41.25,114.25,2024-05-16,enfermo_sequia
64.75,132.25,2024-08-16,enfermo_sequia
43.75,63.25,2023-12-16,enfermo_sequia
63.75,134.25,2021-01-16,enfermo_sequia
32.25,47.75,2021-06-16,enfermo_sequia
81.75,-25.75,2020-03-16,enfermo_sequia
-3.3588,105.6971,2015-10-17,incendio
52.75,16.75,2022-07-16,enfermo_sequia
67.25,-99.75,2024-03-16,enfermo_sequia
